Filename,Class Name,Substructure,Status
subsAldKetone.sdf,co(X)c(XX)co(X),co(r)c(rh)co(h),UNIQUE
subsAldKetone.sdf,co(X)c(XX)co(X),co(h)c(rr)co(h),UNIQUE
subsAldKetone.sdf,co(X)c(XX)co(X),co(r)c(rr)co(h),UNIQUE
subsAldKetone.sdf,co(X)c(XX)co(X),co(h)c(hh)co(r),UNIQUE
subsAldKetone.sdf,co(X)c(XX)co(X),co(r)c(hh)co(r),UNIQUE
subsAldKetone.sdf,co(X)c(XX)co(X),co(h)c(rh)co(r),UNIQUE
subsAldKetone.sdf,co(X)c(XX)co(X),co(r)c(rh)co(r),UNIQUE
subsAldKetone.sdf,co(X)c(XX)co(X),co(h)c(rr)co(r),UNIQUE
subsAldKetone.sdf,co(X)c(XX)co(X),co(r)c(rr)co(r),UNIQUE
subsAldPeroxyLong.sdf,cqq(ooh)ccccco,cqq(ooh)ccccco,Q-CLASS
subsAldPeroxyLong.sdf,cqq(ooh)cccco,cqq(ooh)cccco,Q-CLASS
subsAldPeroxyLong.sdf,cqq(ooh)ccco,cqq(ooh)ccco,Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.,cqqcqccoc.,Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(hh)(hh),Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(rh)(hh),Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(rr)(hh),Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(hh)(rh),Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(rh)(rh),Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(rr)(rh),Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(hh)(rr),Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(rh)(rr),Q-CLASS
subsC3R5COCR2.sdf,cqqcqccoc.-(QQ)(Q)(XX)(XX),cqqcqccoc.-(qq)(q)(rr)(rr),Q-CLASS
subsCarbon2.sdf,ethane-(XX)(XX),ethane-(hh)(rh),UNIQUE
subsCarbon2.sdf,ethane-(XX)(XX),ethane-(rh)(rh),UNIQUE
subsCarbon2.sdf,ethane-(XX)(XX),ethane-(rr)(hh),UNIQUE
subsCarbon2.sdf,ethane-(XX)(XX),ethane-(hh)(rr),UNIQUE
subsCarbon2.sdf,ethane-(XX)(XX),ethane-(rr)(rh),UNIQUE
subsCarbon2.sdf,ethane-(XX)(XX),ethane-(rh)(rr),UNIQUE
subsCarbon2.sdf,ethane-(XX)(XX),ethane-(rr)(rr),UNIQUE
subsCarbon2.sdf,ethane-(XX)(XXX),ethane-(rh)(hhh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(hhh)(hhh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rhh)(hhh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rrh)(hhh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rrr)(hhh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rhh)(rhh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rrh)(rhh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rrh)(rrh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rrr)(rhh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rrr)(rrh),UNIQUE
subsEthane.sdf,ethane-(XXX)(XXX),ethane-(rrr)(rrr),UNIQUE
subsEther.sdf,ether-(XX),ether-(hh),UNIQUE
subsEther.sdf,ether-(XX),ether-(rh),UNIQUE
subsEther.sdf,ether-(XX),ether-(rr),UNIQUE
subsEther.sdf,ether-(XXX),ether-(hhh),DUPLICATE
subsEther.sdf,ether-(XXX),ether-(rhh),DUPLICATE
subsEther.sdf,ether-(XXX),ether-(rrh),DUPLICATE
subsEther.sdf,ether-(XXX),ether-(rrh),DUPLICATE
subsEther.sdf,ether-(XXX)(XXX),ether-(hhh)(hhh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rhh)(hhh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rrh)(hhh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rrr)(hhh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rhh)(rhh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rrh)(rhh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rrr)(rhh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rrh)(rrh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rrr)(rrh),UNIQUE
subsEther.sdf,ether-(XXX)(XXX),ether-(rrr)(rrr),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(hh)(hhh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(rh)(hhh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(rr)(hhh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(hh)(rhh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(rh)(rhh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(rr)(rhh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(hh)(rrh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(rh)(rrh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(rr)(rrh),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(hh)(rrr),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(rh)(rrr),UNIQUE
subsEthylRadical.sdf,ethyl-radical-(XX)(XXX),ethyl-radical-(rr)(rrr),UNIQUE
subsEthyne.sdf,ethyne-(X)(X),ethyne-(h)(h),UNIQUE
subsEthyne.sdf,ethyne-(X)(X),ethyne-(r)(h),UNIQUE
subsEthyne.sdf,ethyne-(X)(X),ethyne-(r)(r),UNIQUE
subsEthyne.sdf,ethyne-radical-(X),ethyne-radical-(h),UNIQUE
subsEthyne.sdf,ethyne-radical-(X),ethyne-radical-(r),UNIQUE
subsAldKetone.sdf,general-aldehydeketone,general-aldehydeketone,UNIQUE
subsCarbon.sdf,general-carbon-hydrogen-bond,general-carbon-hydrogen-bond,UNIQUE
subsCarbon.sdf,general-carbon-radical,general-carbon-radical,UNIQUE
subsEther.sdf,general-ether,general-ether,UNIQUE
subsAlkene3.sdf,hcoc(Q)c(QQ),hcoc(q)c(qq),Q-CLASS
subsKetoAlkene.sdf,hcoc(X)c(XX),hcoc(h)c(hh),UNIQUE
subsKetoAlkene.sdf,hcoc(X)c(XX),hcoc(r)c(hh),UNIQUE
subsKetoAlkene.sdf,hcoc(X)c(XX),hcoc(h)c(rh),UNIQUE
subsKetoAlkene.sdf,hcoc(X)c(XX),hcoc(r)c(rh),UNIQUE
subsKetoAlkene.sdf,hcoc(X)c(XX),hcoc(h)c(rr),UNIQUE
subsKetoAlkene.sdf,hcoc(X)c(XX),hcoc(r)c(rr),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(hh)c(hhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(hh)c(hhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(rh)c(hhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(rh)c(hhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(rr)c(hhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(rr)c(hhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(hh)c(rhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(hh)c(rhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(rh)c(rhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(rh)c(rhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(rr)c(rhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(rr)c(rhh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(hh)c(rrh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(hh)c(rrh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(rh)c(rrh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(rh)c(rrh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(rr)c(rrh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(rr)c(rrh),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(hh)c(rrr),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(hh)c(rrr),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(rh)c(rrr),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(rh)c(rrr),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(h)c(rr)c(rrr),UNIQUE
subsAldKetone3.sdf,hcoc(X)c(XX)c(XXX),hcoc(r)c(rr)c(rrr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(hh)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(hh)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(hh)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(rh)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(rh)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(rh)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(rr)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(rr)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(rr)c(hh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(hh)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(hh)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(hh)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(rh)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(rh)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(rh)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(rr)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(rr)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(rr)c(rh),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(hh)c(rr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(hh)c(rr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(hh)c(rr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(rh)c(rr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(rh)c(rr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(rh)c(rr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(hh)c(rr)c(rr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rh)c(rr)c(rr),UNIQUE
subsAldKetone6.sdf,hcoc(XX)c(XX)c(XX),hcoc(rr)c(rr)c(rr),UNIQUE
subsMolecules.sdf,hydrogen,hydrogen,UNIQUE
subsMolecules.sdf,hydrogen-peroxide,hydrogen-peroxide,UNIQUE
subsMolecules.sdf,hydrogen-radical,hydrogen-radical,UNIQUE
subsMolecules.sdf,hydroxyl-radical,hydroxyl-radical,UNIQUE
subsKetene.sdf,ketene-(XX),ketene-(hh),UNIQUE
subsKetene.sdf,ketene-(XX),ketene-(rh),UNIQUE
subsKetene.sdf,ketene-(XX),ketene-(rr),UNIQUE
subsKeteneCR3.sdf,ketene-(XXX)(X),ketene-(hhh)(h),UNIQUE
subsKeteneCR3.sdf,ketene-(XXX)(X),ketene-(hhh)(r),UNIQUE
subsKeteneCR3.sdf,ketene-(XXX)(X),ketene-(rhh)(h),UNIQUE
subsKeteneCR3.sdf,ketene-(XXX)(X),ketene-(rhh)(r),UNIQUE
subsKeteneCR3.sdf,ketene-(XXX)(X),ketene-(rrh)(h),UNIQUE
subsKeteneCR3.sdf,ketene-(XXX)(X),ketene-(rrh)(r),UNIQUE
subsKeteneCR3.sdf,ketene-(XXX)(X),ketene-(rrr)(h),UNIQUE
subsKeteneCR3.sdf,ketene-(XXX)(X),ketene-(rrr)(r),UNIQUE
subsKetene.sdf,ketenyl-(X),ketenyl-(h),UNIQUE
subsKetene.sdf,ketenyl-(X),ketenyl-(r),UNIQUE
subsCarbon.sdf,methane,methane,UNIQUE
subsCarbon.sdf,methane-carbon-radical,methane-carbon-radical,UNIQUE
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(h)(h)c(h)(h)(oo),Q-CLASS
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(r)(h)c(h)(h)(oo),Q-CLASS
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(r)(r)c(h)(h)(oo),Q-CLASS
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(h)(h)c(r)(h)(oo),Q-CLASS
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(r)(h)c(r)(h)(oo),Q-CLASS
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(r)(r)c(r)(h)(oo),Q-CLASS
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(h)(h)c(r)(r)(oo),Q-CLASS
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(r)(h)c(r)(r)(oo),Q-CLASS
subsAldPeroxy2.sdf,oc(Q)c(X)(X)c(X)(X)(oo),oc(q)c(r)(r)c(r)(r)(oo),Q-CLASS
subsAldPeroxy.sdf,oc(Q)c(X)(X)c(X)(X)(ooh),oc(q)c(h)(h)c(h)(h)(ooh),Q-CLASS
subsAldPeroxy.sdf,oc(Q)c(X)(X)c(X)(X)(ooh),oc(q)c(r)(h)c(h)(h)(ooh),Q-CLASS
subsAldPeroxy.sdf,oc(Q)c(X)(X)c(X)(X)(ooh),oc(q)c(r)(r)c(h)(h)(ooh),Q-CLASS
subsAldPeroxy.sdf,oc(Q)c(X)(X)c(X)(X)(ooh),oc(q)c(r)(h)c(r)(h)(ooh),Q-CLASS
subsAldPeroxy.sdf,oc(Q)c(X)(X)c(X)(X)(ooh),oc(q)c(r)(r)c(r)(h)(ooh),Q-CLASS
subsAldPeroxy.sdf,oc(Q)c(X)(X)c(X)(X)(ooh),oc(q)c(h)(h)c(r)(r)(ooh),Q-CLASS
subsAldPeroxy.sdf,oc(Q)c(X)(X)c(X)(X)(ooh),oc(q)c(r)(h)c(r)(r)(ooh),Q-CLASS
subsAldPeroxy.sdf,oc(Q)c(X)(X)c(X)(X)(ooh),oc(q)c(r)(r)c(r)(r)(ooh),Q-CLASS
subsAldPeroxy.sdf,oc(X)(ccccooh),oc(h)(ccccooh),UNIQUE
subsAldPeroxy.sdf,oc(X)(ccccooh),oc(r)(ccccooh),UNIQUE
subsAldPeroxy2.sdf,oc(X)(cccoo),oc(h)(cccoo),UNIQUE
subsAldPeroxy2.sdf,oc(X)(cccoo),oc(r)(cccoo),UNIQUE
subsAldPeroxy.sdf,oc(X)(cccooh),oc(h)(cccooh),UNIQUE
subsAldPeroxy.sdf,oc(X)(cccooh),oc(r)(cccooh),UNIQUE
subsAldPeroxy2.sdf,oc(X)(ccoo),oc(h)(ccoo),UNIQUE
subsAldPeroxy2.sdf,oc(X)(ccoo),oc(r)(ccoo),UNIQUE
subsAldPeroxy.sdf,oc(X)(ccooh),oc(h)(ccooh),UNIQUE
subsAldPeroxy.sdf,oc(X)(ccooh),oc(r)(ccooh),UNIQUE
subsAldPeroxy2.sdf,oc(X)(coo),oc(h)(coo),UNIQUE
subsAldPeroxy2.sdf,oc(X)(coo),oc(r)(coo),UNIQUE
subsAldPeroxy.sdf,oc(X)(cooh),oc(h)(cooh),UNIQUE
subsAldPeroxy.sdf,oc(X)(cooh),oc(r)(cooh),UNIQUE
subsAldPeroxy2.sdf,oc(X)c(X)(X)(oo),oc(h)c(h)(h)(oo),UNIQUE
subsAldPeroxy2.sdf,oc(X)c(X)(X)(oo),oc(r)c(h)(h)(oo),UNIQUE
subsAldPeroxy2.sdf,oc(X)c(X)(X)(oo),oc(h)c(r)(h)(oo),UNIQUE
subsAldPeroxy2.sdf,oc(X)c(X)(X)(oo),oc(r)c(r)(h)(oo),UNIQUE
subsAldPeroxy2.sdf,oc(X)c(X)(X)(oo),oc(h)c(r)(r)(oo),UNIQUE
subsAldPeroxy2.sdf,oc(X)c(X)(X)(oo),oc(r)c(r)(r)(oo),UNIQUE
subsAldPeroxy.sdf,oc(X)c(X)(X)(ooh),oc(h)c(h)(h)(ooh),UNIQUE
subsAldPeroxy.sdf,oc(X)c(X)(X)(ooh),oc(h)c(r)(h)(ooh),UNIQUE
subsAldPeroxy.sdf,oc(X)c(X)(X)(ooh),oc(h)c(r)(r)(ooh),UNIQUE
subsAldPeroxy.sdf,oc(X)c(X)(X)(ooh),oc(r)c(h)(h)(ooh),UNIQUE
subsAldPeroxy.sdf,oc(X)c(X)(X)(ooh),oc(r)c(r)(h)(ooh),UNIQUE
subsAldPeroxy.sdf,oc(X)c(X)(X)(ooh),oc(r)c(r)(r)(ooh),UNIQUE
subsAldOlefin.sdf,oc(X)c=c(XX),oc(h)c=c(hh),UNIQUE
subsAldOlefin.sdf,oc(X)c=c(XX),oc(r)c=c(hh),UNIQUE
subsAldOlefin.sdf,oc(X)c=c(XX),oc(h)c=c(rh),UNIQUE
subsAldOlefin.sdf,oc(X)c=c(XX),oc(r)c=c(rh),UNIQUE
subsAldOlefin.sdf,oc(X)c=c(XX),oc(h)c=c(rr),UNIQUE
subsAldOlefin.sdf,oc(X)c=c(XX),oc(r)c=c(rr),UNIQUE
subsAldPeroxy3.sdf,oc.(cccooh),oc.(cccooh),UNIQUE
subsAldPeroxy3.sdf,oc.(ccooh),oc.(ccooh),UNIQUE
subsAldPeroxy3.sdf,oc.(cooh),oc.(cooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)(ooh),oc.c(h)(h)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)(ooh),oc.c(r)(h)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)(ooh),oc.c(r)(r)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(h)(h)c(h)(h)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(r)(h)c(h)(h)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(r)(r)c(h)(h)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(h)(h)c(r)(h)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(r)(h)c(r)(h)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(r)(r)c(r)(h)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(h)(h)c(r)(r)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(r)(h)c(r)(r)(ooh),UNIQUE
subsAldPeroxy3.sdf,oc.c(X)(X)c(X)(X)(ooh),oc.c(r)(r)c(r)(r)(ooh),UNIQUE
subsEthene.sdf,olefin,olefin,UNIQUE
subsEthene.sdf,olefin-(QQ)(QQ),olefin-(qq)(qq),Q-CLASS
subsEthene.sdf,olefin-(XX)(XX),olefin-(hh)(hh),UNIQUE
subsEthene.sdf,olefin-(XX)(XX),olefin-(rh)(hh),UNIQUE
subsEthene.sdf,olefin-(XX)(XX),olefin-(rh)(rh),UNIQUE
subsEthene.sdf,olefin-(XX)(XX),olefin-(rr)(hh),UNIQUE
subsEthene.sdf,olefin-(XX)(XX),olefin-(rr)(rh),UNIQUE
subsEthene.sdf,olefin-(XX)(XX),olefin-(rr)(rr),UNIQUE
subsMolecules.sdf,oxygen,oxygen,UNIQUE
subsMolecules.sdf,oxygen-atom,oxygen-atom,UNIQUE
subsMolecules.sdf,oxygen-radical,oxygen-radical,UNIQUE
subsMolecules.sdf,peroxyl-radical,peroxyl-radical,UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(hh)(h)(hh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rh)(h)(hh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rr)(h)(hh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(hh)(r)(hh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rh)(r)(hh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rr)(r)(hh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(hh)(h)(rh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rh)(h)(rh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rr)(h)(rh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(hh)(r)(rh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rh)(r)(rh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rr)(r)(rh),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(hh)(h)(rr),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rh)(h)(rr),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rr)(h)(rr),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(hh)(r)(rr),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rh)(r)(rr),UNIQUE
subsPeroxyPropeneRadical.sdf,peroxypropene-radical-(XX)(X)(XX),peroxypropene-radical-(rr)(r)(rr),UNIQUE
subsCarbon.sdf,primary-carbon-hydrogen-bond,primary-carbon-hydrogen-bond,UNIQUE
subsCarbon.sdf,primary-carbon-radical,primary-carbon-radical,UNIQUE
subsAlkene2.sdf,propene,propene,UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(hh)(h)(hhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rh)(h)(hhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rr)(h)(hhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(hh)(r)(hhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rh)(r)(hhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rr)(r)(hhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(hh)(h)(rhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rh)(h)(rhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rr)(h)(rhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(hh)(r)(rhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rh)(r)(rhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rr)(r)(rhh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(hh)(h)(rrh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rh)(h)(rrh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rr)(h)(rrh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(hh)(r)(rrh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rh)(r)(rrh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rr)(r)(rrh),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(hh)(h)(rrr),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rh)(h)(rrr),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rr)(h)(rrr),UNIQUE
